Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/15/2019 4:17:00 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2584.3528
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3268


**** Locus dDocent_Contig_435_7 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2825     2697       64  0.5079  0.6700
     2     2737     2697       20  0.4921  0.6492

Number of individuals typed:                                2781
  Heterozygotes:                                            2697
  Homozygotes:                                                84
Number of alleles:                                             2
Observed heterozygosity:                                       0.9698
Expected heterozygosity:                                       0.5000
Polymorphic information content (PIC):                         0.3749
Average non-exclusion probability (first parent):              0.8751
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3751
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2453.9280
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3196


**** Locus dDocent_Contig_435_159 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2162     1994       84  0.5190  0.6819
     2     2004     1994        5  0.4810  0.6321

Number of individuals typed:                                2083
  Heterozygotes:                                            1994
  Homozygotes:                                                89
Number of alleles:                                             2
Observed heterozygosity:                                       0.9573
Expected heterozygosity:                                       0.4994
Polymorphic information content (PIC):                         0.3746
Average non-exclusion probability (first parent):              0.8754
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3754
Average non-exclusion probability (sib identity):              0.5942
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1749.0635
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3143


**** Locus dDocent_Contig_516_15 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3342     1696      823  0.6107  0.6913
     2     2130     1696      217  0.3893  0.4406

Number of individuals typed:                                2736
  Heterozygotes:                                            1696
  Homozygotes:                                              1040
Number of alleles:                                             2
Observed heterozygosity:                                       0.6199
Expected heterozygosity:                                       0.4756
Polymorphic information content (PIC):                         0.3624
Average non-exclusion probability (first parent):              0.8870
Average non-exclusion probability (second parent):             0.8188
Average non-exclusion probability (parent pair):               0.7265
Average non-exclusion probability (identity):                  0.3882
Average non-exclusion probability (sib identity):              0.6093
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                251.1259
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1318


**** Locus dDocent_Contig_516_16 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3695     1563     1066  0.6753  0.7640
     2     1777     1563      107  0.3247  0.3674

Number of individuals typed:                                2736
  Heterozygotes:                                            1563
  Homozygotes:                                              1173
Number of alleles:                                             2
Observed heterozygosity:                                       0.5713
Expected heterozygosity:                                       0.4387
Polymorphic information content (PIC):                         0.3424
Average non-exclusion probability (first parent):              0.9038
Average non-exclusion probability (second parent):             0.8288
Average non-exclusion probability (parent pair):               0.7386
Average non-exclusion probability (identity):                  0.4114
Average non-exclusion probability (sib identity):              0.6336
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                249.1351
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1314


**** Locus dDocent_Contig_516_58 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3503     1967      768  0.6402  0.7801
     2     1969     1967        1  0.3598  0.4385

Number of individuals typed:                                2736
  Heterozygotes:                                            1967
  Homozygotes:                                               769
Number of alleles:                                             2
Observed heterozygosity:                                       0.7189
Expected heterozygosity:                                       0.4608
Polymorphic information content (PIC):                         0.3546
Average non-exclusion probability (first parent):              0.8939
Average non-exclusion probability (second parent):             0.8227
Average non-exclusion probability (parent pair):               0.7313
Average non-exclusion probability (identity):                  0.3970
Average non-exclusion probability (sib identity):              0.6189
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                857.1734
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2188


**** Locus dDocent_Contig_516_77 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3513     1957      778  0.6420  0.7815
     2     1959     1957        1  0.3580  0.4358

Number of individuals typed:                                2736
  Heterozygotes:                                            1957
  Homozygotes:                                               779
Number of alleles:                                             2
Observed heterozygosity:                                       0.7153
Expected heterozygosity:                                       0.4598
Polymorphic information content (PIC):                         0.3540
Average non-exclusion probability (first parent):              0.8943
Average non-exclusion probability (second parent):             0.8230
Average non-exclusion probability (parent pair):               0.7316
Average non-exclusion probability (identity):                  0.3976
Average non-exclusion probability (sib identity):              0.6196
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                843.5932
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2175


**** Locus dDocent_Contig_516_79 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3513     1957      778  0.6420  0.7815
     2     1959     1957        1  0.3580  0.4358

Number of individuals typed:                                2736
  Heterozygotes:                                            1957
  Homozygotes:                                               779
Number of alleles:                                             2
Observed heterozygosity:                                       0.7153
Expected heterozygosity:                                       0.4598
Polymorphic information content (PIC):                         0.3540
Average non-exclusion probability (first parent):              0.8943
Average non-exclusion probability (second parent):             0.8230
Average non-exclusion probability (parent pair):               0.7316
Average non-exclusion probability (identity):                  0.3976
Average non-exclusion probability (sib identity):              0.6196
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                843.5932
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2175


**** Locus dDocent_Contig_516_161 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2086     1976       55  0.5125  0.6765
     2     1984     1976        4  0.4875  0.6434

Number of individuals typed:                                2035
  Heterozygotes:                                            1976
  Homozygotes:                                                59
Number of alleles:                                             2
Observed heterozygosity:                                       0.9710
Expected heterozygosity:                                       0.4998
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5939
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1806.7522
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3203


**** Locus dDocent_Contig_631_90 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2792     1976      408  0.5149  0.6111
     2     2630     1976      327  0.4851  0.5756

Number of individuals typed:                                2711
  Heterozygotes:                                            1976
  Homozygotes:                                               735
Number of alleles:                                             2
Observed heterozygosity:                                       0.7289
Expected heterozygosity:                                       0.4996
Polymorphic information content (PIC):                         0.3748
Average non-exclusion probability (first parent):              0.8752
Average non-exclusion probability (second parent):             0.8126
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3752
Average non-exclusion probability (sib identity):              0.5940
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                569.4873
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1867


**** Locus dDocent_Contig_714_82 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4247      871     1688  0.7847  0.7657
     2     1165      871      147  0.2153  0.2101

Number of individuals typed:                                2706
  Heterozygotes:                                             871
  Homozygotes:                                              1835
Number of alleles:                                             2
Observed heterozygosity:                                       0.3219
Expected heterozygosity:                                       0.3379
Polymorphic information content (PIC):                         0.2808
Average non-exclusion probability (first parent):              0.9429
Average non-exclusion probability (second parent):             0.8596
Average non-exclusion probability (parent pair):               0.7759
Average non-exclusion probability (identity):                  0.4955
Average non-exclusion probability (sib identity):              0.7050
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  5.8660
  Degrees of freedom:                                          1
  P-value:                                                     0.0155
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0242


**** Locus dDocent_Contig_769_57 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2022     1290      366  0.3746  0.3783
     2     3376     1290     1043  0.6254  0.6316

Number of individuals typed:                                2699
  Heterozygotes:                                            1290
  Homozygotes:                                              1409
Number of alleles:                                             2
Observed heterozygosity:                                       0.4780
Expected heterozygosity:                                       0.4686
Polymorphic information content (PIC):                         0.3588
Average non-exclusion probability (first parent):              0.8902
Average non-exclusion probability (second parent):             0.8206
Average non-exclusion probability (parent pair):               0.7287
Average non-exclusion probability (identity):                  0.3922
Average non-exclusion probability (sib identity):              0.6138
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.0055
  Degrees of freedom:                                          1
  P-value:                                                     0.3160
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0099


**** Locus dDocent_Contig_816_20 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3787     1701     1043  0.6885  0.8130
     2     1713     1701        6  0.3115  0.3678

Number of individuals typed:                                2750
  Heterozygotes:                                            1701
  Homozygotes:                                              1049
Number of alleles:                                             2
Observed heterozygosity:                                       0.6185
Expected heterozygosity:                                       0.4290
Polymorphic information content (PIC):                         0.3369
Average non-exclusion probability (first parent):              0.9080
Average non-exclusion probability (second parent):             0.8315
Average non-exclusion probability (parent pair):               0.7419
Average non-exclusion probability (identity):                  0.4181
Average non-exclusion probability (sib identity):              0.6401
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                535.6519
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1809


**** Locus dDocent_Contig_848_64 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4361      927     1717  0.7946  0.8083
     2     1127      927      100  0.2054  0.2089

Number of individuals typed:                                2744
  Heterozygotes:                                             927
  Homozygotes:                                              1817
Number of alleles:                                             2
Observed heterozygosity:                                       0.3378
Expected heterozygosity:                                       0.3264
Polymorphic information content (PIC):                         0.2731
Average non-exclusion probability (first parent):              0.9467
Average non-exclusion probability (second parent):             0.8634
Average non-exclusion probability (parent pair):               0.7807
Average non-exclusion probability (identity):                  0.5070
Average non-exclusion probability (sib identity):              0.7136
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  3.1710
  Degrees of freedom:                                          1
  P-value:                                                     0.0750
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0172


**** Locus dDocent_Contig_889_111 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1218      970      124  0.2235  0.2263
     2     4232      970     1631  0.7765  0.7863

Number of individuals typed:                                2725
  Heterozygotes:                                             970
  Homozygotes:                                              1755
Number of alleles:                                             2
Observed heterozygosity:                                       0.3560
Expected heterozygosity:                                       0.3471
Polymorphic information content (PIC):                         0.2868
Average non-exclusion probability (first parent):              0.9398
Average non-exclusion probability (second parent):             0.8566
Average non-exclusion probability (parent pair):               0.7721
Average non-exclusion probability (identity):                  0.4865
Average non-exclusion probability (sib identity):              0.6981
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.6412
  Degrees of freedom:                                          1
  P-value:                                                     0.2001
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0126


**** Locus dDocent_Contig_1152_37 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2164     1312      426  0.4034  0.4067
     2     3200     1312      944  0.5966  0.6014

Number of individuals typed:                                2682
  Heterozygotes:                                            1312
  Homozygotes:                                              1370
Number of alleles:                                             2
Observed heterozygosity:                                       0.4892
Expected heterozygosity:                                       0.4814
Polymorphic information content (PIC):                         0.3655
Average non-exclusion probability (first parent):              0.8842
Average non-exclusion probability (second parent):             0.8172
Average non-exclusion probability (parent pair):               0.7246
Average non-exclusion probability (identity):                  0.3848
Average non-exclusion probability (sib identity):              0.6055
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.6453
  Degrees of freedom:                                          1
  P-value:                                                     0.4218
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0081


**** Locus dDocent_Contig_1201_31 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4066     1062     1502  0.7366  0.7335
     2     1454     1062      196  0.2634  0.2623

Number of individuals typed:                                2760
  Heterozygotes:                                            1062
  Homozygotes:                                              1698
Number of alleles:                                             2
Observed heterozygosity:                                       0.3848
Expected heterozygosity:                                       0.3881
Polymorphic information content (PIC):                         0.3128
Average non-exclusion probability (first parent):              0.9247
Average non-exclusion probability (second parent):             0.8436
Average non-exclusion probability (parent pair):               0.7564
Average non-exclusion probability (identity):                  0.4498
Average non-exclusion probability (sib identity):              0.6684
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1698
  Degrees of freedom:                                          1
  P-value:                                                     0.6803
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0042


**** Locus dDocent_Contig_1370_9 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1371     1015      178  0.2488  0.2470
     2     4139     1015     1562  0.7512  0.7457

Number of individuals typed:                                2755
  Heterozygotes:                                            1015
  Homozygotes:                                              1740
Number of alleles:                                             2
Observed heterozygosity:                                       0.3684
Expected heterozygosity:                                       0.3739
Polymorphic information content (PIC):                         0.3039
Average non-exclusion probability (first parent):              0.9301
Average non-exclusion probability (second parent):             0.8480
Average non-exclusion probability (parent pair):               0.7617
Average non-exclusion probability (identity):                  0.4620
Average non-exclusion probability (sib identity):              0.6786
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.5271
  Degrees of freedom:                                          1
  P-value:                                                     0.4678
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0073


**** Locus dDocent_Contig_1370_10 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1371     1015      178  0.2488  0.2470
     2     4139     1015     1562  0.7512  0.7457

Number of individuals typed:                                2755
  Heterozygotes:                                            1015
  Homozygotes:                                              1740
Number of alleles:                                             2
Observed heterozygosity:                                       0.3684
Expected heterozygosity:                                       0.3739
Polymorphic information content (PIC):                         0.3039
Average non-exclusion probability (first parent):              0.9301
Average non-exclusion probability (second parent):             0.8480
Average non-exclusion probability (parent pair):               0.7617
Average non-exclusion probability (identity):                  0.4620
Average non-exclusion probability (sib identity):              0.6786
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.5271
  Degrees of freedom:                                          1
  P-value:                                                     0.4678
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0073


**** Locus dDocent_Contig_1370_131 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4183     1039     1572  0.7592  0.7709
     2     1327     1039      144  0.2408  0.2446

Number of individuals typed:                                2755
  Heterozygotes:                                            1039
  Homozygotes:                                              1716
Number of alleles:                                             2
Observed heterozygosity:                                       0.3771
Expected heterozygosity:                                       0.3657
Polymorphic information content (PIC):                         0.2988
Average non-exclusion probability (first parent):              0.9331
Average non-exclusion probability (second parent):             0.8506
Average non-exclusion probability (parent pair):               0.7648
Average non-exclusion probability (identity):                  0.4692
Average non-exclusion probability (sib identity):              0.6845
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.5406
  Degrees of freedom:                                          1
  P-value:                                                     0.1109
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0154


**** Locus dDocent_Contig_1670_33 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2938     2472      233  0.5277  0.6758
     2     2630     2472       79  0.4723  0.6050

Number of individuals typed:                                2784
  Heterozygotes:                                            2472
  Homozygotes:                                               312
Number of alleles:                                             2
Observed heterozygosity:                                       0.8879
Expected heterozygosity:                                       0.4986
Polymorphic information content (PIC):                         0.3742
Average non-exclusion probability (first parent):              0.8758
Average non-exclusion probability (second parent):             0.8129
Average non-exclusion probability (parent pair):               0.7192
Average non-exclusion probability (identity):                  0.3758
Average non-exclusion probability (sib identity):              0.5947
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1696.3615
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2809


**** Locus dDocent_Contig_1670_71 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2775     2769        3  0.4984  0.6628
     2     2793     2769       12  0.5016  0.6671

Number of individuals typed:                                2784
  Heterozygotes:                                            2769
  Homozygotes:                                                15
Number of alleles:                                             2
Observed heterozygosity:                                       0.9946
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2720.4820
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3307


**** Locus dDocent_Contig_1670_102 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2652     2648        2  0.4763  0.6247
     2     2916     2648      134  0.5237  0.6868

Number of individuals typed:                                2784
  Heterozygotes:                                            2648
  Homozygotes:                                               136
Number of alleles:                                             2
Observed heterozygosity:                                       0.9511
Expected heterozygosity:                                       0.4990
Polymorphic information content (PIC):                         0.3744
Average non-exclusion probability (first parent):              0.8756
Average non-exclusion probability (second parent):             0.8128
Average non-exclusion probability (parent pair):               0.7191
Average non-exclusion probability (identity):                  0.3756
Average non-exclusion probability (sib identity):              0.5945
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               2284.5299
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.3118


**** Locus dDocent_Contig_1670_107 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4360     1208     1576  0.7830  0.8766
     2     1208     1208        0  0.2170  0.2432

Number of individuals typed:                                2784
  Heterozygotes:                                            1208
  Homozygotes:                                              1576
Number of alleles:                                             2
Observed heterozygosity:                                       0.4339
Expected heterozygosity:                                       0.3398
Polymorphic information content (PIC):                         0.2820
Average non-exclusion probability (first parent):              0.9423
Average non-exclusion probability (second parent):             0.8590
Average non-exclusion probability (parent pair):               0.7751
Average non-exclusion probability (identity):                  0.4936
Average non-exclusion probability (sib identity):              0.7035
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                212.1567
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1206


**** Locus dDocent_Contig_1670_145 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2975     1125      925  0.7256  0.8403
     2     1125     1125        0  0.2744  0.3179

Number of individuals typed:                                2050
  Heterozygotes:                                            1125
  Homozygotes:                                               925
Number of alleles:                                             2
Observed heterozygosity:                                       0.5488
Expected heterozygosity:                                       0.3983
Polymorphic information content (PIC):                         0.3189
Average non-exclusion probability (first parent):              0.9207
Average non-exclusion probability (second parent):             0.8405
Average non-exclusion probability (parent pair):               0.7526
Average non-exclusion probability (identity):                  0.4414
Average non-exclusion probability (sib identity):              0.6613
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                291.3231
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1586


**** Locus dDocent_Contig_1670_147 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2975     1125      925  0.7256  0.8403
     2     1125     1125        0  0.2744  0.3179

Number of individuals typed:                                2050
  Heterozygotes:                                            1125
  Homozygotes:                                               925
Number of alleles:                                             2
Observed heterozygosity:                                       0.5488
Expected heterozygosity:                                       0.3983
Polymorphic information content (PIC):                         0.3189
Average non-exclusion probability (first parent):              0.9207
Average non-exclusion probability (second parent):             0.8405
Average non-exclusion probability (parent pair):               0.7526
Average non-exclusion probability (identity):                  0.4414
Average non-exclusion probability (sib identity):              0.6613
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                291.3231
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1586


**** Locus dDocent_Contig_1772_93 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4044     1086     1479  0.7353  0.7405
     2     1456     1086      185  0.2647  0.2666

Number of individuals typed:                                2750
  Heterozygotes:                                            1086
  Homozygotes:                                              1664
Number of alleles:                                             2
Observed heterozygosity:                                       0.3949
Expected heterozygosity:                                       0.3894
Polymorphic information content (PIC):                         0.3135
Average non-exclusion probability (first parent):              0.9242
Average non-exclusion probability (second parent):             0.8432
Average non-exclusion probability (parent pair):               0.7559
Average non-exclusion probability (identity):                  0.4487
Average non-exclusion probability (sib identity):              0.6675
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.5008
  Degrees of freedom:                                          1
  P-value:                                                     0.4792
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0072


**** Locus dDocent_Contig_1777_152 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2057     1065      496  0.5057  0.5173
     2     2011     1065      473  0.4943  0.5058

Number of individuals typed:                                2034
  Heterozygotes:                                            1065
  Homozygotes:                                               969
Number of alleles:                                             2
Observed heterozygosity:                                       0.5236
Expected heterozygosity:                                       0.5001
Polymorphic information content (PIC):                         0.3750
Average non-exclusion probability (first parent):              0.8750
Average non-exclusion probability (second parent):             0.8125
Average non-exclusion probability (parent pair):               0.7188
Average non-exclusion probability (identity):                  0.3750
Average non-exclusion probability (sib identity):              0.5938
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  4.3694
  Degrees of freedom:                                          1
  P-value:                                                     0.0366
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0231


**** Locus dDocent_Contig_1852_69 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2642     1420      611  0.4823  0.4913
     2     2836     1420      708  0.5177  0.5274

Number of individuals typed:                                2739
  Heterozygotes:                                            1420
  Homozygotes:                                              1319
Number of alleles:                                             2
Observed heterozygosity:                                       0.5184
Expected heterozygosity:                                       0.4995
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7189
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5941
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  3.8407
  Degrees of freedom:                                          1
  P-value:                                                     0.0500
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0187


**** Locus dDocent_Contig_1852_70 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1220      954      133  0.2227  0.2234
     2     4258      954     1652  0.7773  0.7796

Number of individuals typed:                                2739
  Heterozygotes:                                             954
  Homozygotes:                                              1785
Number of alleles:                                             2
Observed heterozygosity:                                       0.3483
Expected heterozygosity:                                       0.3463
Polymorphic information content (PIC):                         0.2863
Average non-exclusion probability (first parent):              0.9401
Average non-exclusion probability (second parent):             0.8569
Average non-exclusion probability (parent pair):               0.7725
Average non-exclusion probability (identity):                  0.4874
Average non-exclusion probability (sib identity):              0.6987
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0676
  Degrees of freedom:                                          1
  P-value:                                                     0.7948
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0030


**** Locus dDocent_Contig_1852_116 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3996     1080     1458  0.7295  0.7291
     2     1482     1080      201  0.2705  0.2704

Number of individuals typed:                                2739
  Heterozygotes:                                            1080
  Homozygotes:                                              1659
Number of alleles:                                             2
Observed heterozygosity:                                       0.3943
Expected heterozygosity:                                       0.3948
Polymorphic information content (PIC):                         0.3168
Average non-exclusion probability (first parent):              0.9221
Average non-exclusion probability (second parent):             0.8416
Average non-exclusion probability (parent pair):               0.7539
