Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/22/2019 2:45:57 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                838.8160
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2169


**** Locus dDocent_Contig_4769_62 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3059     2101      479  0.5580  0.6790
     2     2423     2101      161  0.4420  0.5379

Number of individuals typed:                                2741
  Heterozygotes:                                            2101
  Homozygotes:                                               640
Number of alleles:                                             2
Observed heterozygosity:                                       0.7665
Expected heterozygosity:                                       0.4934
Polymorphic information content (PIC):                         0.3716
Average non-exclusion probability (first parent):              0.8783
Average non-exclusion probability (second parent):             0.8142
Average non-exclusion probability (parent pair):               0.7209
Average non-exclusion probability (identity):                  0.3784
Average non-exclusion probability (sib identity):              0.5980
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                838.8160
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2169


**** Locus dDocent_Contig_4769_78 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3811     1651     1080  0.6952  0.8163
     2     1664     1644       10  0.3035  0.3559
     3        7        7        0  0.0013  0.0012

Number of individuals typed:                                2741
  Heterozygotes:                                            1651
  Homozygotes:                                              1090
Number of alleles:                                             3
Observed heterozygosity:                                       0.6023
Expected heterozygosity:                                       0.4247
Polymorphic information content (PIC):                         0.3355
Average non-exclusion probability (first parent):              0.9099
Average non-exclusion probability (second parent):             0.8316
Average non-exclusion probability (parent pair):               0.7412
Average non-exclusion probability (identity):                  0.4202
Average non-exclusion probability (sib identity):              0.6428
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                484.4741
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.1736


**** Locus dDocent_Contig_4772_21 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5395       39     2678  0.9917  0.9338
     2       27       21        3  0.0050  0.0044
     3       18       18        0  0.0033  0.0033

Number of individuals typed:                                2720
  Heterozygotes:                                              39
  Homozygotes:                                              2681
Number of alleles:                                             3
Observed heterozygosity:                                       0.0143
Expected heterozygosity:                                       0.0164
Polymorphic information content (PIC):                         0.0164
Average non-exclusion probability (first parent):              0.9999
Average non-exclusion probability (second parent):             0.9918
Average non-exclusion probability (parent pair):               0.9837
Average non-exclusion probability (identity):                  0.9675
Average non-exclusion probability (sib identity):              0.9836
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0586


**** Locus dDocent_Contig_4772_25 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5174      232     2471  0.9511  0.9099
     2      266      232       17  0.0489  0.0468

Number of individuals typed:                                2720
  Heterozygotes:                                             232
  Homozygotes:                                              2488
Number of alleles:                                             2
Observed heterozygosity:                                       0.0853
Expected heterozygosity:                                       0.0930
Polymorphic information content (PIC):                         0.0887
Average non-exclusion probability (first parent):              0.9957
Average non-exclusion probability (second parent):             0.9557
Average non-exclusion probability (parent pair):               0.9172
Average non-exclusion probability (identity):                  0.8270
Average non-exclusion probability (sib identity):              0.9102
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 17.2017
  Degrees of freedom:                                          1
  P-value:                                                     0.00003400
  Significance (with Bonferroni correction):                   *
Null allele frequency estimate:                                0.0433


**** Locus dDocent_Contig_4772_30 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4015      999     1508  0.7381  0.7191
     2     1425      999      213  0.2619  0.2552

Number of individuals typed:                                2720
  Heterozygotes:                                             999
  Homozygotes:                                              1721
Number of alleles:                                             2
Observed heterozygosity:                                       0.3673
Expected heterozygosity:                                       0.3867
Polymorphic information content (PIC):                         0.3119
Average non-exclusion probability (first parent):              0.9252
Average non-exclusion probability (second parent):             0.8440
Average non-exclusion probability (parent pair):               0.7569
Average non-exclusion probability (identity):                  0.4509
Average non-exclusion probability (sib identity):              0.6694
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  6.6790
  Degrees of freedom:                                          1
  P-value:                                                     0.00977425
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0257


**** Locus dDocent_Contig_4772_104 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4330      810     1760  0.7960  0.7614
     2     1110      810      150  0.2040  0.1952

Number of individuals typed:                                2720
  Heterozygotes:                                             810
  Homozygotes:                                              1910
Number of alleles:                                             2
Observed heterozygosity:                                       0.2978
Expected heterozygosity:                                       0.3249
Polymorphic information content (PIC):                         0.2721
Average non-exclusion probability (first parent):              0.9472
Average non-exclusion probability (second parent):             0.8640
Average non-exclusion probability (parent pair):               0.7814
Average non-exclusion probability (identity):                  0.5086
Average non-exclusion probability (sib identity):              0.7147
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 18.4932
  Degrees of freedom:                                          1
  P-value:                                                     0.00001727
  Significance (with Bonferroni correction):                   *
Null allele frequency estimate:                                0.0434


**** Locus dDocent_Contig_4772_134 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      501      415       43  0.0921  0.0879
     2     4939      415     2262  0.9079  0.8663

Number of individuals typed:                                2720
  Heterozygotes:                                             415
  Homozygotes:                                              2305
Number of alleles:                                             2
Observed heterozygosity:                                       0.1526
Expected heterozygosity:                                       0.1673
Polymorphic information content (PIC):                         0.1532
Average non-exclusion probability (first parent):              0.9860
Average non-exclusion probability (second parent):             0.9234
Average non-exclusion probability (parent pair):               0.8642
Average non-exclusion probability (identity):                  0.7075
Average non-exclusion probability (sib identity):              0.8433
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                 20.0537
  Degrees of freedom:                                          1
  P-value:                                                     0.00000764
  Significance (with Bonferroni correction):                   *
Null allele frequency estimate:                                0.0458


**** Locus dDocent_Contig_4772_142 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5263      149     2557  0.9689  0.9233
     2      169      149       10  0.0311  0.0296

Number of individuals typed:                                2716
  Heterozygotes:                                             149
  Homozygotes:                                              2567
Number of alleles:                                             2
Observed heterozygosity:                                       0.0549
Expected heterozygosity:                                       0.0603
Polymorphic information content (PIC):                         0.0585
Average non-exclusion probability (first parent):              0.9982
Average non-exclusion probability (second parent):             0.9708
Average non-exclusion probability (parent pair):               0.9441
Average non-exclusion probability (identity):                  0.8849
Average non-exclusion probability (sib identity):              0.9411
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0471


**** Locus dDocent_Contig_4894_13 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4041     1051     1495  0.7396  0.7391
     2     1423     1051      186  0.2604  0.2603

Number of individuals typed:                                2732
  Heterozygotes:                                            1051
  Homozygotes:                                              1681
Number of alleles:                                             2
Observed heterozygosity:                                       0.3847
Expected heterozygosity:                                       0.3853
Polymorphic information content (PIC):                         0.3110
Average non-exclusion probability (first parent):              0.9258
Average non-exclusion probability (second parent):             0.8445
Average non-exclusion probability (parent pair):               0.7574
Average non-exclusion probability (identity):                  0.4522
Average non-exclusion probability (sib identity):              0.6704
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0017
  Degrees of freedom:                                          1
  P-value:                                                     0.9672
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0007


**** Locus dDocent_Contig_4894_40 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3479     1227     1126  0.6367  0.6273
     2     1985     1227      379  0.3633  0.3579

Number of individuals typed:                                2732
  Heterozygotes:                                            1227
  Homozygotes:                                              1505
Number of alleles:                                             2
Observed heterozygosity:                                       0.4491
Expected heterozygosity:                                       0.4627
Polymorphic information content (PIC):                         0.3556
Average non-exclusion probability (first parent):              0.8930
Average non-exclusion probability (second parent):             0.8222
Average non-exclusion probability (parent pair):               0.7306
Average non-exclusion probability (identity):                  0.3958
Average non-exclusion probability (sib identity):              0.6176
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.2586
  Degrees of freedom:                                          1
  P-value:                                                     0.1329
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0148


**** Locus dDocent_Contig_4894_75 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5263      187     2538  0.9632  0.9465
     2      201      187        7  0.0368  0.0361

Number of individuals typed:                                2732
  Heterozygotes:                                             187
  Homozygotes:                                              2545
Number of alleles:                                             2
Observed heterozygosity:                                       0.0684
Expected heterozygosity:                                       0.0709
Polymorphic information content (PIC):                         0.0684
Average non-exclusion probability (first parent):              0.9975
Average non-exclusion probability (second parent):             0.9658
Average non-exclusion probability (parent pair):               0.9351
Average non-exclusion probability (identity):                  0.8658
Average non-exclusion probability (sib identity):              0.9310
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0174


**** Locus dDocent_Contig_4894_87 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      884      728       78  0.1618  0.1604
     2     4580      728     1926  0.8382  0.8308

Number of individuals typed:                                2732
  Heterozygotes:                                             728
  Homozygotes:                                              2004
Number of alleles:                                             2
Observed heterozygosity:                                       0.2665
Expected heterozygosity:                                       0.2713
Polymorphic information content (PIC):                         0.2344
Average non-exclusion probability (first parent):              0.9632
Average non-exclusion probability (second parent):             0.8828
Average non-exclusion probability (parent pair):               0.8058
Average non-exclusion probability (identity):                  0.5679
Average non-exclusion probability (sib identity):              0.7564
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.7477
  Degrees of freedom:                                          1
  P-value:                                                     0.3872
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0088


**** Locus dDocent_Contig_4894_106 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5324      136     2594  0.9744  0.9729
     2      140      136        2  0.0256  0.0256

Number of individuals typed:                                2732
  Heterozygotes:                                             136
  Homozygotes:                                              2596
Number of alleles:                                             2
Observed heterozygosity:                                       0.0498
Expected heterozygosity:                                       0.0499
Polymorphic information content (PIC):                         0.0487
Average non-exclusion probability (first parent):              0.9988
Average non-exclusion probability (second parent):             0.9757
Average non-exclusion probability (parent pair):               0.9531
Average non-exclusion probability (identity):                  0.9039
Average non-exclusion probability (sib identity):              0.9510
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0015


**** Locus dDocent_Contig_4894_109 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      861      711       75  0.1576  0.1560
     2     4603      711     1946  0.8424  0.8340

Number of individuals typed:                                2732
  Heterozygotes:                                             711
  Homozygotes:                                              2021
Number of alleles:                                             2
Observed heterozygosity:                                       0.2602
Expected heterozygosity:                                       0.2655
Polymorphic information content (PIC):                         0.2302
Average non-exclusion probability (first parent):              0.9648
Average non-exclusion probability (second parent):             0.8849
Average non-exclusion probability (parent pair):               0.8086
Average non-exclusion probability (identity):                  0.5747
Average non-exclusion probability (sib identity):              0.7609
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.9602
  Degrees of freedom:                                          1
  P-value:                                                     0.3271
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0100


**** Locus dDocent_Contig_4896_46 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3258     2256      501  0.5877  0.7366
     2     2286     2256       15  0.4123  0.5168

Number of individuals typed:                                2772
  Heterozygotes:                                            2256
  Homozygotes:                                               516
Number of alleles:                                             2
Observed heterozygosity:                                       0.8139
Expected heterozygosity:                                       0.4847
Polymorphic information content (PIC):                         0.3672
Average non-exclusion probability (first parent):              0.8826
Average non-exclusion probability (second parent):             0.8164
Average non-exclusion probability (parent pair):               0.7236
Average non-exclusion probability (identity):                  0.3830
Average non-exclusion probability (sib identity):              0.6034
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1276.4603
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2535


**** Locus dDocent_Contig_4896_76 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3300     2220      540  0.5952  0.7432
     2     2244     2220       12  0.4048  0.5054

Number of individuals typed:                                2772
  Heterozygotes:                                            2220
  Homozygotes:                                               552
Number of alleles:                                             2
Observed heterozygosity:                                       0.8009
Expected heterozygosity:                                       0.4819
Polymorphic information content (PIC):                         0.3658
Average non-exclusion probability (first parent):              0.8839
Average non-exclusion probability (second parent):             0.8171
Average non-exclusion probability (parent pair):               0.7245
Average non-exclusion probability (identity):                  0.3846
Average non-exclusion probability (sib identity):              0.6052
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1212.2167
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2487


**** Locus dDocent_Contig_4896_130 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     2872     2406      233  0.5180  0.6577
     2     2672     2406      133  0.4820  0.6119

Number of individuals typed:                                2772
  Heterozygotes:                                            2406
  Homozygotes:                                               366
Number of alleles:                                             2
Observed heterozygosity:                                       0.8680
Expected heterozygosity:                                       0.4994
Polymorphic information content (PIC):                         0.3747
Average non-exclusion probability (first parent):              0.8753
Average non-exclusion probability (second parent):             0.8127
Average non-exclusion probability (parent pair):               0.7190
Average non-exclusion probability (identity):                  0.3753
Average non-exclusion probability (sib identity):              0.5942
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):               1507.5884
  Degrees of freedom:                                          1
  P-value:                                                     0.000E+0000
  Significance (with Bonferroni correction):                 ***
Null allele frequency estimate:                               -0.2696


**** Locus dDocent_Contig_4921_97 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5399       51     2674  0.9903  0.9761
     2       53       51        1  0.0097  0.0096

Number of individuals typed:                                2726
  Heterozygotes:                                              51
  Homozygotes:                                              2675
Number of alleles:                                             2
Observed heterozygosity:                                       0.0187
Expected heterozygosity:                                       0.0193
Polymorphic information content (PIC):                         0.0191
Average non-exclusion probability (first parent):              0.9998
Average non-exclusion probability (second parent):             0.9905
Average non-exclusion probability (parent pair):               0.9812
Average non-exclusion probability (identity):                  0.9620
Average non-exclusion probability (sib identity):              0.9809
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0143


**** Locus dDocent_Contig_4921_100 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      650      568       41  0.1192  0.1188
     2     4802      568     2117  0.8808  0.8773

Number of individuals typed:                                2726
  Heterozygotes:                                             568
  Homozygotes:                                              2158
Number of alleles:                                             2
Observed heterozygosity:                                       0.2084
Expected heterozygosity:                                       0.2101
Polymorphic information content (PIC):                         0.1880
Average non-exclusion probability (first parent):              0.9779
Average non-exclusion probability (second parent):             0.9060
Average non-exclusion probability (parent pair):               0.8382
Average non-exclusion probability (identity):                  0.6461
Average non-exclusion probability (sib identity):              0.8065
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1153
  Degrees of freedom:                                          1
  P-value:                                                     0.7342
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0040


**** Locus dDocent_Contig_4921_125 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4013     1087     1463  0.7361  0.7456
     2     1439     1087      176  0.2639  0.2674

Number of individuals typed:                                2726
  Heterozygotes:                                            1087
  Homozygotes:                                              1639
Number of alleles:                                             2
Observed heterozygosity:                                       0.3988
Expected heterozygosity:                                       0.3886
Polymorphic information content (PIC):                         0.3131
Average non-exclusion probability (first parent):              0.9245
Average non-exclusion probability (second parent):             0.8435
Average non-exclusion probability (parent pair):               0.7562
Average non-exclusion probability (identity):                  0.4494
Average non-exclusion probability (sib identity):              0.6681
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.7469
  Degrees of freedom:                                          1
  P-value:                                                     0.1862
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0130


**** Locus dDocent_Contig_5045_9 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4754      588     2083  0.8794  0.8905
     2      652      588       32  0.1206  0.1221

Number of individuals typed:                                2703
  Heterozygotes:                                             588
  Homozygotes:                                              2115
Number of alleles:                                             2
Observed heterozygosity:                                       0.2175
Expected heterozygosity:                                       0.2122
Polymorphic information content (PIC):                         0.1896
Average non-exclusion probability (first parent):              0.9775
Average non-exclusion probability (second parent):             0.9052
Average non-exclusion probability (parent pair):               0.8370
Average non-exclusion probability (identity):                  0.6433
Average non-exclusion probability (sib identity):              0.8048
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  1.5306
  Degrees of freedom:                                          1
  P-value:                                                     0.2160
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0126


**** Locus dDocent_Contig_5045_28 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4959      417     2271  0.9173  0.9250
     2      447      417       15  0.0827  0.0834

Number of individuals typed:                                2703
  Heterozygotes:                                             417
  Homozygotes:                                              2286
Number of alleles:                                             2
Observed heterozygosity:                                       0.1543
Expected heterozygosity:                                       0.1517
Polymorphic information content (PIC):                         0.1402
Average non-exclusion probability (first parent):              0.9885
Average non-exclusion probability (second parent):             0.9299
Average non-exclusion probability (parent pair):               0.8744
Average non-exclusion probability (identity):                  0.7311
Average non-exclusion probability (sib identity):              0.8569
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.5726
  Degrees of freedom:                                          1
  P-value:                                                     0.4492
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0084


**** Locus dDocent_Contig_5045_45 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4151      971     1590  0.7679  0.7708
     2     1255      971      142  0.2321  0.2330

Number of individuals typed:                                2703
  Heterozygotes:                                             971
  Homozygotes:                                              1732
Number of alleles:                                             2
Observed heterozygosity:                                       0.3592
Expected heterozygosity:                                       0.3566
Polymorphic information content (PIC):                         0.2930
Average non-exclusion probability (first parent):              0.9364
Average non-exclusion probability (second parent):             0.8535
Average non-exclusion probability (parent pair):               0.7684
Average non-exclusion probability (identity):                  0.4776
Average non-exclusion probability (sib identity):              0.6912
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.1175
  Degrees of freedom:                                          1
  P-value:                                                     0.7318
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0038


**** Locus dDocent_Contig_5045_83 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4593      691     1951  0.8496  0.8498
     2      813      691       61  0.1504  0.1504

Number of individuals typed:                                2703
  Heterozygotes:                                             691
  Homozygotes:                                              2012
Number of alleles:                                             2
Observed heterozygosity:                                       0.2556
Expected heterozygosity:                                       0.2556
Polymorphic information content (PIC):                         0.2229
Average non-exclusion probability (first parent):              0.9673
Average non-exclusion probability (second parent):             0.8886
Average non-exclusion probability (parent pair):               0.8136
Average non-exclusion probability (identity):                  0.5869
Average non-exclusion probability (sib identity):              0.7689
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0033
  Degrees of freedom:                                          1
  P-value:                                                     0.9540
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0002


**** Locus dDocent_Contig_5490_51 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5308      120     2594  0.9768  0.9644
     2      126      120        3  0.0232  0.0229

Number of individuals typed:                                2717
  Heterozygotes:                                             120
  Homozygotes:                                              2597
Number of alleles:                                             2
Observed heterozygosity:                                       0.0442
Expected heterozygosity:                                       0.0453
Polymorphic information content (PIC):                         0.0443
Average non-exclusion probability (first parent):              0.9990
Average non-exclusion probability (second parent):             0.9779
Average non-exclusion probability (parent pair):               0.9572
Average non-exclusion probability (identity):                  0.9125
Average non-exclusion probability (sib identity):              0.9555
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0127


**** Locus dDocent_Contig_5490_61 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     3024     1356      834  0.5565  0.5596
     2     2410     1356      527  0.4435  0.4459

Number of individuals typed:                                2717
  Heterozygotes:                                            1356
  Homozygotes:                                              1361
Number of alleles:                                             2
Observed heterozygosity:                                       0.4991
Expected heterozygosity:                                       0.4937
Polymorphic information content (PIC):                         0.3718
Average non-exclusion probability (first parent):              0.8782
Average non-exclusion probability (second parent):             0.8141
Average non-exclusion probability (parent pair):               0.7208
Average non-exclusion probability (identity):                  0.3783
Average non-exclusion probability (sib identity):              0.5978
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.2896
  Degrees of freedom:                                          1
  P-value:                                                     0.5905
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0055


**** Locus dDocent_Contig_5490_66 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1      341      309       16  0.0628  0.0617
     2     5093      309     2392  0.9372  0.9214

Number of individuals typed:                                2717
  Heterozygotes:                                             309
  Homozygotes:                                              2408
Number of alleles:                                             2
Observed heterozygosity:                                       0.1137
Expected heterozygosity:                                       0.1177
Polymorphic information content (PIC):                         0.1107
Average non-exclusion probability (first parent):              0.9931
Average non-exclusion probability (second parent):             0.9446
Average non-exclusion probability (parent pair):               0.8984
Average non-exclusion probability (identity):                  0.7855
Average non-exclusion probability (sib identity):              0.8876
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  2.5191
  Degrees of freedom:                                          1
  P-value:                                                     0.1125
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0169


**** Locus dDocent_Contig_5490_139 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5223      201     2511  0.9619  0.9664
     2      207      201        3  0.0381  0.0383

Number of individuals typed:                                2715
  Heterozygotes:                                             201
  Homozygotes:                                              2514
Number of alleles:                                             2
Observed heterozygosity:                                       0.0740
Expected heterozygosity:                                       0.0734
Polymorphic information content (PIC):                         0.0706
Average non-exclusion probability (first parent):              0.9973
Average non-exclusion probability (second parent):             0.9647
Average non-exclusion probability (parent pair):               0.9331
Average non-exclusion probability (identity):                  0.8614
Average non-exclusion probability (sib identity):              0.9287
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                               -0.0047


**** Locus dDocent_Contig_5490_144 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     4400      778     1811  0.8234  0.8238
     2      944      778       83  0.1766  0.1767

Number of individuals typed:                                2672
  Heterozygotes:                                             778
  Homozygotes:                                              1894
Number of alleles:                                             2
Observed heterozygosity:                                       0.2912
Expected heterozygosity:                                       0.2909
Polymorphic information content (PIC):                         0.2486
Average non-exclusion probability (first parent):              0.9577
Average non-exclusion probability (second parent):             0.8757
Average non-exclusion probability (parent pair):               0.7964
Average non-exclusion probability (identity):                  0.5452
Average non-exclusion probability (sib identity):              0.7408
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  0.0005
  Degrees of freedom:                                          1
  P-value:                                                     0.9822
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                               -0.0005


**** Locus dDocent_Contig_5518_24 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     5203      177     2513  0.9649  0.9505
     2      189      177        6  0.0351  0.0345

Number of individuals typed:                                2696
  Heterozygotes:                                             177
  Homozygotes:                                              2519
Number of alleles:                                             2
Observed heterozygosity:                                       0.0657
Expected heterozygosity:                                       0.0677
Polymorphic information content (PIC):                         0.0654
Average non-exclusion probability (first parent):              0.9977
Average non-exclusion probability (second parent):             0.9673
Average non-exclusion probability (parent pair):               0.9378
Average non-exclusion probability (identity):                  0.8716
Average non-exclusion probability (sib identity):              0.9341
Hardy-Weinberg equilibrium test:                        Not done
Null allele frequency estimate:                                0.0150


**** Locus dDocent_Contig_5518_65 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1735     1115      310  0.3218  0.3131
     2     3657     1115     1271  0.6782  0.6600

Number of individuals typed:                                2696
  Heterozygotes:                                            1115
  Homozygotes:                                              1581
Number of alleles:                                             2
Observed heterozygosity:                                       0.4136
Expected heterozygosity:                                       0.4366
Polymorphic information content (PIC):                         0.3412
Average non-exclusion probability (first parent):              0.9047
Average non-exclusion probability (second parent):             0.8294
Average non-exclusion probability (parent pair):               0.7393
Average non-exclusion probability (identity):                  0.4128
Average non-exclusion probability (sib identity):              0.6350
Hardy-Weinberg equilibrium test
  Minimum expected frequency:                                  5.0
  Chi-square value (using Yates' correction):                  7.2839
  Degrees of freedom:                                          1
  P-value:                                                     0.00697387
  Significance (with Bonferroni correction):                  NS
Null allele frequency estimate:                                0.0269


**** Locus dDocent_Contig_5518_121 ****

Allele  Count    Hets     Homs     Freq    Freq with null
     1     1908     1190      359  0.3539  0.3476
     2     3484     1190     1147  0.6461  0.6347

Number of individuals typed:                                2696
  Heterozygotes:                                            1190
  Homozygotes:                                              1506
Number of alleles:                                             2
Observed heterozygosity:                                       0.4414
Expected heterozygosity:                                       0.4574
Polymorphic information content (PIC):                         0.3527
Average non-exclusion probability (first parent):              0.8954
Average non-exclusion probability (second parent):             0.8236
